measurement_kind,condition,snr_db,trial,true_id,predicted_id,method,feature,true_class,predicted_class,strict_correct,class_correct,unique_strict_correct,ambiguous,false_unique,best_distance,second_best_distance,distance_margin,class_intra_distance,nearest_class_inter_distance,intra_inter_ratio,nmse,amplitude_rmse_db,raw_phase_rmse_deg,weighted_phase_rmse_deg,valid_phase_fraction,view_count,runtime_s
bidirectional_endpoint_fixed,noise_only,30,3,T5,T5,nominal_nearest,phase_weighted,{T5},{T5},1,1,1,0,0,0.00895443552852884,0.019323717097887,0.0103692815693582,0.00895443552852884,0.019323717097887,0.463390945084162,0.000981896711547738,0.275734597672553,1.89010986157792,1.60944172746685,1,2,0.005325
bidirectional_endpoint_fixed,noise_only,30,3,T5,T5,nominal_nearest,complex,{T5},{T5},1,1,1,0,0,0.000739347801043589,0.00129047110622143,0.000551123305177838,0.000739347801043589,0.00129047110622143,0.572928597532448,0.000981896711547738,0.275734597672553,1.89010986157792,1.60944172746685,1,2,0.005406
bidirectional_endpoint_fixed,noise_only,30,3,T5,T5,nominal_nearest,amp_phase_joint_weighted,{T5},{T5},1,1,1,0,0,0.00634252847899811,0.0136799723070925,0.00733744382809435,0.00634252847899811,0.0136799723070925,0.463636061288647,0.000981896711547738,0.275734597672553,1.89010986157792,1.60944172746685,1,2,0.005405
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,amplitude,{T2},{T2},1,1,1,0,0,0.000525734804437906,0.00652058250918706,0.00599484770474915,0.000525734804437906,0.00652058250918706,0.0806269690932032,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.005559
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,amplitude_raw_db,{T2},{T2},1,1,1,0,0,0.301923296248882,2.9045020244719,2.60257872822302,0.301923296248882,2.9045020244719,0.103950107008026,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.005352
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,amplitude_db_standardized,{T2},{T2},1,1,1,0,0,0.0739638228788367,0.665454562197158,0.591490739318321,0.0739638228788367,0.665454562197158,0.11114781846957,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.005389
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,phase_weighted,{T2},{T2},1,1,1,0,0,0.00915123389767409,0.125675075826235,0.116523841928561,0.00915123389767409,0.125675075826235,0.0728166172768186,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.005374
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,complex,{T2},{T2},1,1,1,0,0,0.000737815648014065,0.00905907690853508,0.00832126126052101,0.000737815648014065,0.00905907690853508,0.0814449038752421,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.005437
bidirectional_endpoint_fixed,noise_only,30,4,T2,T2,nominal_nearest,amp_phase_joint_weighted,{T2},{T2},1,1,1,0,0,0.00648156921333625,0.0890514139155345,0.0825698447021983,0.00648156921333625,0.0890514139155345,0.0727845738584683,0.00097624448299601,0.301911552473694,2.02002410316004,1.64416817161771,1,2,0.00549
bidirectional_endpoint_fixed,noise_only,30,4,T3,T3,nominal_nearest,amplitude,{T3},{T3},1,1,1,0,0,0.00052634836937921,0.000931224979654518,0.000404876610275309,0.00052634836937921,0.000931224979654518,0.565221488769001,0.00100165383587701,0.268011468714101,1.76170117493285,1.49848467924896,1,2,0.00546
bidirectional_endpoint_fixed,noise_only,30,4,T3,T3,nominal_nearest,amplitude_raw_db,{T3},{T3},1,1,1,0,0,0.268034801852605,0.430312128222697,0.162277326370093,0.268034801852605,0.430312128222697,0.622884609271087,0.00100165383587701,0.268011468714101,1.76170117493285,1.49848467924896,1,2,0.005404
bidirectional_endpoint_fixed,noise_only,30,4,T3,T3,nominal_nearest,amplitude_db_standardized,{T3},{T3},1,1,1,0,0,0.074240587228954,0.116813111555851,0.0425725243268965,0.074240587228954,0.116813111555851,0.635550121387343,0.00100165383587701,0.268011468714101,1.76170117493285,1.49848467924896,1,2,0.005517
