sample_id,replicate_id,split,grid_id,scenario_id,method_id,method_family,decision,decision_reason,best_template_id,best_topology_id,best_equivalence_class,accepted_topology_set,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,prior_conditioned_equivalence_class_size,best_distance,second_distance,margin,rho,subband_max_stat,subband_quantile_stat,neighborhood_score,neighborhood_margin,stability_value,stability_threshold,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,configuration_hash,calibration_hash
final04_final_replication_test_parameter_out_10,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G003_P227,G003,"{G003}","G003","{G003}",1,1,0.0978019110189026,0.155608003234897,0.0578060922159939,0.628514658533586,0.895288671311532,0.769410635241858,0.0985513039016387,0.0575772173919953,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_11,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G007_P023,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.044803635330758,0.0568269085017973,0.0120232731710394,0.78842288822649,1.14854427067508,-0.176031475805473,0.0521716130914399,0.011372111205209,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_12,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.248536884823174,0.250555320915157,0.00201843609198282,0.991944149956176,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_13,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.267872009651186,0.268452054576243,0.000580044925056811,0.997839297870265,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_14,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G004_P002,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.164129995643333,0.170210829783375,0.00608083414004212,0.964274693045411,2.0849821141976,1.43625991127199,0.165295384142476,0.00555645999002463,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_15,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G001_P056,G001,"{G001}","G001","{G001}",1,1,0.11895788450007,0.198126961442419,0.0791690769423492,0.600412400379146,1.06689429665417,0.983580274150461,0.11895788450007,0.0811735474236189,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_16,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,equivalence_class,best observation class has multiple members,G002_P137,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0298415529088307,0.107583854686038,0.0777423017772075,0.27737947292965,-0.179818597881031,-0.460136626954081,0.0303913275783113,0.0816058336929261,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_17,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G004_P021,G004,"{G004,G007}","","{G004,G007}",2,2,0.134980681281787,0.137183365510078,0.00220268422829117,0.98394350349195,3.87025410052019,1.3728141473691,0.136655649358026,0.00248637403144267,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_18,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.201567674629219,0.204627885616964,0.00306021098774445,0.985044995311842,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_19,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,reject_model_mismatch,best full-band residual exceeds calibration threshold,G004_P027,G004,"{G004,G007}","","{G004,G007}",2,2,0.303547718677654,0.306126119166553,0.0025784004888994,0.991577326048131,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_parameter_out_20,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M1_M8_q750_K5_qs00,M1,unique_topology,singleton baseline class passed all frozen rules,G006_P065,G006,"{G006}","G006","{G006}",1,1,0.114856220923825,0.122067603546837,0.00721138262301278,0.940923042523836,0.959579203004911,0.845812657866548,0.115236038673683,0.00718869292869058,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P057,G001,"{G001}","G001","{G001}",1,1,0.138428709977834,0.204868229077547,0.0664395190997131,0.675696327343953,1.43351323934831,1.25634050195208,0.138428709977834,0.0669271751874747,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G001_P002,G001,"{G001}","","{G001}",1,1,0.173071839076148,0.212940967810456,0.0398691287343084,0.812769101478821,2.05538279405458,1.99899787879705,0.173071839076148,0.0400944851784052,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G001_P001,G001,"{G001}","","{G001}",1,1,0.280343003635105,0.291421271342898,0.011078267707793,0.961985384053452,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P056,G001,"{G001}","G001","{G001}",1,1,0.0634051462633018,0.168758604670992,0.10535345840769,0.375715042125049,0.179051850857227,0.112447011078202,0.0634051462633018,0.106040972601623,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P055,G001,"{G001}","G001","{G001}",1,1,0.0925614810258688,0.183979907626399,0.0914184266005304,0.503106465371896,0.739843265925923,0.608605786313793,0.0925614810258688,0.0928278816931485,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G001_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P057,G001,"{G001}","G001","{G001}",1,1,0.00140383977698001,0.159334520274353,0.157930680497373,0.00881064426311369,-0.671424998903817,-0.821025367521471,0.00140383977698001,0.15883117525873,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G001_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P110,G001,"{G001}","G001","{G001}",1,1,0,0.17286420118993,0.17286420118993,0,-0.712287949130148,-0.856672554624785,0,0.173758357402386,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G001_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G001_P110,G001,"{G001}","G001","{G001}",1,1,0,0.17286420118993,0.17286420118993,0,-0.712287949130148,-0.856672554624785,0,0.173758357402386,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,reject_neighborhood_mismatch,top-K neighborhood score or margin fails,G005_P026,G005,"{G002,G005}","","{G002,G005}",2,2,0.17342769731497,0.175984180542794,0.00255648322782401,0.985473221394534,1.95536116337866,1.57305935354667,0.173858116333591,0.00222644728454846,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G002_P068,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.112288871871584,0.144047804004935,0.0317589321333507,0.779525051745723,0.927889418560524,0.748858285895087,0.112443303430158,0.0327529900431913,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G005_P007,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.160949474050956,0.176738665810101,0.0157891917591453,0.910663624806239,2.16974275959702,1.44195897556752,0.161382993764511,0.0155557538006067,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G005_P011,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.13866245420703,0.151411956227465,0.0127495020204341,0.915795936206012,1.26389488283383,1.0921754262474,0.138902369831725,0.0129775815646817,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G002_P200,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0628186434039389,0.122965480923347,0.060146837519408,0.510864048444517,0.0945043313936049,-0.0337631856679814,0.0629635129093676,0.0624196464728409,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G002_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G005_P093,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0515143892255614,0.103516105261831,0.0520017160362693,0.497646130471821,-0.185669194336473,-0.272838385009551,0.0518066221230787,0.0523429705547705,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G002_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G002_P122,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0966310350221523,0.0966310350221523,0,-0.712287949130148,-0.856672554624785,0.00612586829466337,0.092782015637631,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G002_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G002_P122,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0966310350221523,0.0966310350221523,0,-0.712287949130148,-0.856672554624785,0.00612586829466337,0.092782015637631,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P066,G003,"{G003}","G003","{G003}",1,1,0.0453284437799501,0.122119362836597,0.0767909190566466,0.371181463174117,0.0533236090429435,-0.127444138747085,0.0456615715304351,0.0769516564316561,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,reject_subband_mismatch,one or more calibrated subband residual statistics fail,G003_P026,G003,"{G003}","","{G003}",1,1,0.174246360066985,0.190502086699766,0.016255726632781,0.914669036359088,2.34400940197997,2.00259168156961,0.174568985609767,0.0160817113997083,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_03,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P119,G003,"{G003}","G003","{G003}",1,1,0.0290159643356861,0.124029261403707,0.095013297068021,0.233944506377467,-0.431482895707295,-0.485475694828031,0.029856087557874,0.0953616065266765,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_04,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P017,G003,"{G003}","G003","{G003}",1,1,0.170230121353424,0.186909630963802,0.0166795096103781,0.910761636383953,2.24269191854621,1.92967579261784,0.170439137830879,0.0169334296095625,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_05,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P115,G003,"{G003}","G003","{G003}",1,1,0.0449276486098349,0.128089493980686,0.0831618453708514,0.350752018867827,0.0255279412519342,-0.167256755057301,0.0453546035064012,0.0843999462495545,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G003_06,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,reject_model_mismatch,best full-band residual exceeds calibration threshold,G003_P003,G003,"{G003}","","{G003}",1,1,0.191733552179132,0.204705117615257,0.0129715654361251,0.936632920621742,NaN,NaN,NaN,NaN,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G003_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P122,G003,"{G003}","G003","{G003}",1,1,0,0.120305081617247,0.120305081617247,0,-0.712287949130148,-0.856672554624785,0.00623791326286214,0.114513178182359,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_grid_G003_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,unique_topology,singleton baseline class passed all frozen rules,G003_P122,G003,"{G003}","G003","{G003}",1,1,0,0.120305081617247,0.120305081617247,0,-0.712287949130148,-0.856672554624785,0.00623791326286214,0.114513178182359,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G004_01,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G007_P007,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.126919670177797,0.134194833855594,0.00727516367779724,0.945786559216044,1.69051897493482,0.924200966911777,0.127571364934561,0.00706981071470292,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final04_final_replication_test_cont_G004_02,final04,final_replication_test,A_stage4a1_quick61,P0_no_prior,M2_M8_q750_K3_qs00,M2,equivalence_class,best observation class has multiple members,G004_P013,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0985115466462402,0.105737655612405,0.00722610896616462,0.931660022862768,1.11328782038271,0.554616889582185,0.0990103252567215,0.00705140762684155,NaN,0,7,7,243,1701,0f373b7010ca5cb045a7504a8d62c2468fd7243a00ec28c869dd105c54b4ed85,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
